node_id,cpu_usage,memory_usage,gpu_usage,error_count,task_count,queue_length,will_fail
4,36.538714786106766,45.31455992472796,36.652105825482,3,18,10,0
54,79.25509301505848,6.483009114484278,41.73795609085558,5,4,0,0
29,46.519894575007825,35.23825165416689,59.24687633590885,2,8,6,0
18,64.63581441524695,39.962039596726434,50.592095838269366,0,17,10,0
26,66.50850437082687,40.68094303094277,41.26904665843617,3,14,10,1
44,85.15672917879289,98.0382523107698,34.29072507287448,2,8,3,0
34,35.867665468630925,33.87058331238448,63.73995371199556,1,14,8,0
10,70.29307844533916,30.196612060969017,53.0300669238144,2,8,2,0
36,96.35350166938574,17.291188451416417,35.71436692353364,4,14,14,0
14,74.37311676399746,53.54583938984822,24.471296793368086,0,23,5,0
31,51.53769528818573,19.599059090293963,78.57447861655646,0,11,8,0
48,64.91815722673327,63.54799770942453,80.97291783014934,2,9,3,0
15,75.26987528749527,19.740178999143208,25.309872063119258,4,17,4,0
8,63.16619774091788,59.78396518712411,29.85665625823703,1,17,4,0
14,6.584202281534719,83.4955777215895,27.718587137641254,4,12,12,0
23,23.503482280286455,9.0398401843138,89.03412582977144,5,20,4,0
57,81.99448063546927,44.87596261722956,78.5423862008758,4,2,1,1
40,30.901811494686044,48.79965188578937,12.084484708748164,1,24,10,0
21,74.49840135830772,80.15185363042067,84.10326523357314,2,17,1,1
16,40.351420447961374,49.4519850348267,8.500922968950205,0,20,14,0
45,54.5790111750046,58.91589971335042,29.05398014338621,1,11,0,0
18,11.457463482843352,80.16440409086675,92.30418148917842,1,9,13,1
47,22.21642829972241,58.177056828282616,87.1114730027899,1,18,12,1
53,95.93371153432729,39.03844428436032,79.2362788988384,0,6,0,1
24,89.56311507745683,13.155016373955316,48.466986765378714,4,4,3,0
26,66.96613553540978,74.34198480369487,35.534339596900736,2,14,2,0
25,48.66623675164505,87.75812426540473,88.74685456634339,1,20,3,1
45,69.19732282504626,97.15613101691558,67.42203857557516,2,22,10,1
41,63.76797746392421,93.026988673299,33.073341229540375,2,10,11,1
29,59.012464282438145,80.75470133915863,49.00360840671758,0,4,14,0
15,10.621821827036474,66.12983356334418,88.74252111485382,2,15,11,0
45,65.11624801284316,79.23871385391065,90.82826642743105,3,9,5,1
1,78.047404234261,46.047952720946455,67.6336989273143,1,12,10,0
25,99.43775719132968,61.50374040512932,74.59280676811821,1,8,0,1
7,6.05246249645942,38.12648186822259,8.733294156736337,3,24,7,0
9,74.36647806451428,36.03737542313636,62.43704822553287,2,5,7,0
24,59.31998501391814,76.8857184612232,70.45429399524282,3,16,6,1
1,46.234956727690886,48.12361431883837,6.935828972622006,2,22,11,0
44,17.119166584280233,25.155319978447775,85.16660385584429,3,15,14,1
8,43.86308912031324,24.18412538447726,93.1870761068204,5,17,10,0
24,38.665832383682854,86.6213743491437,27.603962979784864,3,1,10,0
11,33.76883945298051,69.38724696445377,85.35061360621162,2,12,3,0
51,74.43356421560974,56.87437696902101,68.2236953573706,1,20,7,1
17,71.56892452200506,43.08917991965414,60.16610287626885,4,19,8,0
8,60.9569086431866,45.92765212477695,85.0969675004691,0,5,14,1
35,94.17315726287036,10.45634344851966,32.133000895794346,3,15,4,0
35,38.23616649718117,48.21646376244506,80.13133688025113,2,9,5,0
33,28.161184082467056,80.56821650909778,34.87947292847931,0,3,9,0
59,67.31081474434795,41.85871560905562,79.808371576267,4,12,7,1
5,23.88733578905328,41.440218991609505,47.85013054686346,1,23,4,0
42,34.92599818242534,6.493075386832341,16.10981979184264,2,19,11,0
39,26.33723180711406,48.49434994301651,41.2443867290691,2,15,3,0
58,11.569588933257617,7.407077030056851,27.18186143942631,3,3,7,0
41,83.61238045538897,59.183195660832304,14.550497324690816,0,20,13,0
28,29.181351577557813,53.14442125031984,15.477271500248174,3,18,14,0
7,49.93761281758697,84.80080739777989,79.10678285788474,2,22,2,0
9,9.114950959159636,60.26915803794351,88.73279598963443,0,16,14,0
8,71.43724929400109,35.72559875561045,93.07726634608788,1,15,5,1
12,36.40329521909763,54.04194589460684,86.12488637139319,5,5,8,1
34,75.74998914377494,71.47210379624228,83.87128924211697,1,10,5,1
33,44.17829074444728,13.926560563986364,11.539405894077568,3,10,13,0
48,23.596782608534337,64.0020384046912,80.06174149856248,1,13,8,0
55,53.75163281679341,92.079496787908,79.41185266736285,3,18,7,1
23,17.39793316555678,33.41737808496821,17.472587439938252,2,10,11,0
24,46.8512201879345,64.52938401325916,67.89087703379008,2,16,8,0
37,35.14402035494622,83.02629778327314,47.988196963631744,1,2,9,0
35,91.63616049896515,53.62160775666929,90.50128472984672,2,18,13,1
44,10.788228563468396,73.20805573193655,71.0637944275884,2,4,8,0
40,70.9316543400455,34.54598215647971,95.34381595555396,2,19,7,1
22,22.36136076880641,34.07555302788875,14.967651301091148,1,5,8,0
27,35.30928206156278,68.42048207086327,8.857694872977353,1,17,13,0
35,44.47383599089626,72.01384302748096,97.49003898725188,0,2,6,1
1,91.26143349062257,94.01592145365366,12.618255337265916,2,15,6,0
35,28.04493527701339,26.35966459820758,41.68860298647181,1,23,10,0
37,13.67433624174367,49.480671628357065,66.74720911380271,2,24,3,0
47,35.275512379099744,28.79877995056968,88.60538396673796,3,6,0,0
14,14.944217200875668,12.608755283623314,29.184845230322978,4,23,14,0
3,17.216666166252487,43.306900155011334,7.760530129077217,1,18,6,0
1,59.515806807627534,40.53767099237931,54.522245097423,2,14,7,0
5,10.785683644451863,30.691241398307852,49.755641925862925,2,12,11,0
26,7.938433732388773,33.21451465824456,34.15485230796256,2,6,8,0
55,72.86933963969729,39.23912160337142,88.02043991263767,0,22,0,1
14,39.35647400989923,98.93957511410888,76.18560630040729,0,20,8,1
39,16.91065817721796,79.38098776689161,86.52105640392843,1,20,14,1
27,29.093213231672284,11.78311410325616,20.371851150333924,2,18,6,0
9,65.99821819847791,87.87925176623668,70.77913609933239,4,3,6,1
15,31.175973878380866,65.16381600787378,97.63466486479145,4,6,2,0
15,51.97950688643875,89.60640721158137,63.13181972182576,1,4,0,0
26,16.561054139033867,37.46242027737168,21.279614703071186,2,19,6,0
42,60.86889557251746,49.12929215711328,99.59913747447276,0,17,12,0
13,35.027379965110086,90.1415704442703,55.190740248045934,5,11,9,1
51,64.56200128022807,30.89444791179974,84.80560673624348,2,14,7,0
32,81.79751381888218,91.97258324331446,19.189337505890975,2,11,5,1
39,63.10640984204928,83.70747265370558,68.27914068700254,2,19,13,1
49,33.09601844652696,98.15300438638288,91.69868132936706,4,17,6,0
52,29.295651647088537,35.804470766554495,55.541692815634235,3,4,8,0
32,36.10499107967756,27.39655210045442,32.42270575555642,3,12,7,0
4,20.63894875746796,36.432355219344174,17.105073655970717,3,4,13,0
30,22.211325830751907,95.69173061892984,33.11474319764138,2,12,4,0
37,80.11565468051595,36.64196312502945,38.7139992780515,1,17,11,0
23,41.54959476820727,58.69512289593762,72.4457349968338,0,15,10,0
39,46.41954215420566,43.34953184571885,21.969033667812184,1,7,3,0
45,61.43469922884706,42.64091372576918,15.079961292963723,3,21,10,0
15,61.017082039397025,23.370967938510244,41.75925639820668,1,1,3,0
43,11.400802794582944,56.02255637577105,48.57209355886809,0,5,3,0
29,83.99637470207823,85.69340422188465,64.69657996066297,8,12,1,1
36,21.84602255627425,9.701076287617726,72.21547362358922,1,7,9,0
13,73.69180542471854,89.47652639802506,89.48138233919197,0,22,9,1
32,78.40374387217582,68.21993168804345,32.45058872516343,4,15,6,0
7,72.9154557386748,63.590117654615774,55.21774315573325,0,5,7,0
59,60.002876422643794,64.46052212777926,39.773867146291195,3,24,11,0
51,6.387854725343872,33.14563441567459,5.1350588429440585,1,9,6,0
22,39.23567177450121,44.43872786748733,60.04602315839312,2,1,13,0
28,62.45974578944521,80.9325505609004,82.50062718875817,2,6,14,1
2,41.807873112641175,34.106198508947514,8.46175117982244,2,16,10,0
42,87.03059001671724,49.65191990940619,5.331717067282173,1,15,9,0
45,34.33621615821346,6.865065781827067,74.14274861852012,2,2,7,0
57,32.88580528357274,74.68804352887314,69.96667387583915,1,13,10,1
53,30.269780843802508,44.681706784467536,43.55595000682699,0,24,10,0
6,36.614182551275576,54.909083004992354,67.85246375398643,1,5,8,0
28,57.95347160984778,15.89548519202207,95.57167689044508,3,16,7,0
28,72.16645295589612,99.2128517348065,28.54696567275385,1,1,4,0
44,67.94395218518459,33.73444356356037,28.363026480500466,4,21,3,0
44,81.73319289824056,65.32401785166277,22.69205945260032,2,10,4,0
20,89.16182957225537,60.217452761174215,73.77874124750629,4,16,11,1
30,82.52750902261837,79.58375937287408,38.552977626277304,1,13,10,0
11,6.799813320563684,32.914510784086254,98.9258477287774,0,21,14,0
58,74.91220558743893,76.81309777473754,72.89164582842938,5,2,12,1
55,24.7979594937415,41.337664415144765,39.90080423150153,3,4,0,0
28,17.628164057258353,44.06029175540316,19.17267323602915,2,22,4,0
25,65.65643455591787,68.90769001624317,61.242357570133606,1,1,5,0
39,35.37560356373102,79.50714831534454,33.01580904416042,2,11,12,0
33,10.42613052019211,68.35233043145311,91.02336272314724,2,9,8,0
1,18.074824767844326,90.48855445425944,46.9334179882651,1,23,8,0
57,5.088294602646301,32.0901078034564,32.80174663116265,2,6,9,0
27,90.8062445977472,90.5585895496852,60.91242238421467,1,1,13,1
57,7.338708464917666,17.432034964620975,18.012577592251144,1,8,11,0
52,24.89829810340355,67.65538030784816,58.34716191627344,4,8,2,0
13,44.5449641653512,57.024911881116864,10.330590459375316,3,4,12,0
41,38.87427596532781,51.990414339481,62.65442476598472,2,4,12,0
3,91.6139583067137,34.53664274190694,55.36556517063575,1,1,10,1
39,8.827449844781501,52.854610804282245,54.47276830320231,2,8,7,0
6,53.6603972293199,20.36846885654681,69.99561677048915,2,23,7,0
8,69.64554893981553,40.085489700109186,9.223378370535046,5,18,8,0
27,93.51130749971104,14.374687160968357,48.67448913987813,0,23,14,0
9,63.9352689517535,59.32542697970036,47.18367298883558,2,20,0,0
37,81.35674742111746,14.09794918896456,48.67933197503743,2,19,4,0
33,12.953869095308098,20.23274117099074,98.0896422512076,2,11,4,0
51,41.6642535390081,13.119346141310723,18.231454948704737,4,20,6,0
42,40.52497777551141,41.2245107954474,70.59082692066129,3,10,10,0
44,89.19738056329318,84.9860531697431,43.18963305096286,3,6,7,1
24,19.38026127001112,91.15515720521364,53.61401981082879,1,7,10,0
15,19.42918637197987,11.829498187001272,77.42742105633863,2,2,6,0
59,36.213024239150855,65.28226338185456,19.950667044480696,1,23,14,0
54,10.17427449984957,70.01661533624697,77.54059520046677,2,18,5,0
32,22.333513861986553,55.708144531042294,11.68142435502176,0,18,3,0
32,96.69491566184485,68.36356183960686,50.91440356493413,3,17,14,1
24,45.67747428738142,27.20061796709405,75.49673148146015,1,13,8,0
41,65.04182480013147,51.51620012280653,23.292388258696445,1,15,1,0
52,73.98056963774052,42.13320565840371,78.23698637336523,3,11,5,1
49,39.86133366568404,13.52225538676495,20.84718815794561,1,7,9,0
49,18.986572068999113,64.42786177363645,80.92768190902653,3,17,5,0
58,24.62519654106918,52.045443303796894,49.54887942947457,2,19,10,0
52,34.760315275157986,31.141532555745403,70.04064152699515,3,8,3,0
12,65.42649993346144,50.00009973832029,92.1536135450729,4,17,12,1
39,42.83665216346017,78.65331174776279,43.8000447433047,0,16,2,0
2,5.647396300512171,81.15748746676607,27.130965048163414,0,14,10,0
3,54.723682581409825,66.70498223119006,87.3805891786793,1,22,13,1
49,92.5437722312047,49.43604417301556,20.353581569953924,5,18,2,0
37,82.14737304582451,59.696215724365565,64.99022492455458,3,9,1,1
49,83.39508026966494,41.57646027878363,92.70906236385838,1,18,2,1
56,80.53051167258246,17.022852584452632,69.06768759585404,2,22,3,1
17,35.754428432990245,41.63395675167873,23.58970311775145,4,20,9,0
59,77.69341420666724,55.381611826615256,19.46697541750713,2,16,3,0
49,18.600328992063336,61.88923139180549,28.96902545455615,1,17,13,0
2,67.48303399121558,93.901092725189,42.18364912137495,2,17,9,1
2,65.94901383507447,78.84667727790854,20.12010802574079,3,16,13,1
28,7.429130913524793,19.439293337244344,80.79233631192517,1,19,14,0
54,79.8571626911385,21.547309632028163,38.91835754784442,3,11,6,0
23,90.8085699840374,14.547002127776633,93.928239911709,0,6,3,1
37,30.40445145485023,75.12726408598719,85.03663208335578,3,19,8,1
32,82.17711879768433,72.08161645672642,91.33773496616024,1,7,7,1
33,12.82856732688508,98.7044756612037,32.9768079253363,0,9,0,0
1,61.996946534801275,54.592224678113126,59.504496663108064,2,12,9,1
19,51.13645220675633,83.50941824064378,35.537704214023954,2,2,0,0
2,56.862735664355,59.76178657106482,29.410108600180525,4,4,12,0
53,92.98949417901278,88.03823769010653,62.67324421424231,3,3,5,1
44,87.77494848845109,73.4969987337614,82.70956115697929,2,22,3,1
26,79.58294743777692,66.07398142416903,13.891791582032154,2,21,9,0
32,31.001353479445243,58.68665374338978,31.198032329776787,0,12,5,0
6,91.62276972517871,73.68219982208261,24.487747184182087,1,3,8,1
32,14.26323078406815,44.867115053746,80.8432664498261,2,9,9,0
55,86.06627557308484,14.17477516703809,93.67034694376083,2,12,4,1
4,36.17520687359274,8.798682235794876,12.594557467419104,1,8,7,0
55,10.10836960788842,50.50725450287152,41.0252743971879,4,19,1,0
11,68.5889135028711,61.932700310913425,91.8783590582724,1,5,7,0
56,26.971593190015767,12.490657904209415,37.74063095189834,4,21,7,0
59,28.13925695714003,32.25583714664971,72.7028364498018,1,5,1,0
17,34.07448079173329,35.593059567671276,14.563306719337586,2,8,6,0
38,11.050052912739089,58.465575844783864,47.21681550315352,1,3,7,0
24,21.827078698834132,31.455833324064965,52.8135736812047,1,19,6,0
5,5.488264620628229,14.086616957820636,76.97808740858073,1,24,5,0
52,47.31390450504975,20.66139038992226,32.43834180508349,4,9,2,0
34,13.004260854707272,21.525041152398355,30.097914392300073,2,21,10,0
6,69.8519974791989,85.05601970116234,33.78192866860398,1,24,10,0
22,27.384170863206595,32.01037026293769,57.791168335405374,0,14,2,0
11,94.63954368334184,72.89571472190191,88.22041927915133,2,21,7,1
48,87.768904602872,58.94468090223405,83.93943266382415,4,20,3,1
16,32.496885021979786,97.818681593562,10.50483735904518,0,2,12,0
33,79.40546819238448,30.918153543619212,88.50073557274223,1,15,14,1
9,81.3082659431566,20.04543695027402,14.035390550747223,1,4,9,0
59,98.723495840869,9.943594580983236,44.45806658529262,2,2,7,0
6,61.79479875034007,27.89116791672165,77.71342172915101,2,23,14,1
16,12.786744791147909,69.9867342094623,12.7435484232246,1,23,13,0
29,66.4495367480062,13.09953134050176,8.83796962631185,1,9,12,0
3,64.37307609572335,28.24667528921756,36.34960134302545,6,4,9,0
20,65.64330485494102,86.25429497748114,74.3429327464449,1,5,5,1
59,34.17883656990009,60.380530189629425,54.566861569350905,1,11,2,0
36,86.66956058263163,11.604546324053567,44.61517770792032,3,4,11,1
19,96.14985738076412,9.529898703727511,82.24196516399357,0,4,9,1
26,25.68268873292439,10.806673155947854,77.83737990845324,1,15,1,0
3,13.374455022981223,94.478129763989,79.67410492472663,1,5,0,0
19,23.480828151005987,85.7377857133002,48.67404827517419,4,3,11,0
20,82.95245322929328,85.2693039917836,6.8476780367429715,1,16,3,0
32,69.28124030788551,92.80059241313684,21.353012481695373,1,23,7,0
7,65.42449752221702,52.99926207383648,75.42354068627945,3,1,3,0
52,43.170347835395326,28.49774375861768,76.55147981621438,0,1,7,0
41,59.893657293586394,43.12806040265922,97.36836820662695,5,1,12,1
33,34.2480419010649,73.29208692396203,23.06772005646831,1,3,7,0
40,50.33400754470632,88.22312279452018,16.678044874501275,4,9,10,0
39,80.3409876952123,46.33363803645481,18.185015204921367,2,13,0,0
18,98.2179517582689,55.861190761295816,22.554870932043325,3,24,12,0
40,93.58644774103118,93.51938436124406,55.20449225324808,3,13,5,1
1,93.71726457039364,15.212370525395762,97.6450889825444,3,21,10,1
11,43.21125481047567,86.91842561254177,60.995990885057665,1,23,14,1
28,49.53503864814514,20.13421081393391,54.65536623643107,1,13,9,0
57,72.03536265505325,50.966828277608926,68.96884188646774,1,21,7,1
25,92.608233164872,25.75019722299066,12.023387122024872,2,8,7,0
50,18.48945463844804,62.2800249156074,82.45864274428475,3,8,0,0
23,33.9029770635836,58.064475062285275,66.4535566153241,1,19,7,0
31,18.22845023644041,41.10069960287143,21.26320956109989,1,5,12,0
30,63.14081034614826,87.01383391028682,64.91796501394587,3,24,8,0
42,34.09859470431606,67.68226542736568,61.63975644375768,3,10,10,0
35,35.98024598869448,73.51448687138465,11.161033622006054,3,19,13,0
7,11.737016151358027,19.31267512972851,30.35855879534685,0,3,5,0
16,38.23062587172123,88.90073940768367,42.13945417448172,4,22,12,0
26,86.9371682031506,20.868815543901743,28.264410300313113,1,7,6,0
48,27.14191712962932,26.164571599946218,28.100360340566873,2,23,5,0
57,71.04280928995624,17.165238157203643,59.43010500125474,5,6,4,0
52,64.8146927691663,46.83412475703748,49.7316066207417,0,7,0,0
49,87.03103779506596,89.33237701646942,68.39275726416076,3,7,1,1
2,17.567355026848634,28.98251436293666,95.8586732754421,2,20,9,0
1,97.87104623277912,40.50657494018056,67.75282423711512,4,8,1,1
48,60.34972137383473,85.3763099071651,60.29911356684146,3,24,10,0
12,99.57004447294736,63.692451577094474,85.51815170822228,2,2,8,1
5,91.59389895725585,76.4035573963963,65.0469455038684,0,15,5,1
37,26.044140850745052,25.33000469643091,20.728320679336093,3,10,2,0
32,10.335390940814746,73.06653701659467,34.90112644855397,1,21,2,0
59,29.285713910559345,26.623004970968385,74.66922685501842,1,15,13,0
55,55.118546654944886,98.7948283100128,75.1463263875669,4,2,9,1
9,21.301654871193048,58.18918483204004,98.76583127935112,2,3,9,1
41,20.90867572920891,71.085729514098,64.56261344821912,3,19,1,0
35,48.946386974989544,16.24815049344277,90.45679286816102,0,5,6,0
19,8.16045726108905,28.812318103949107,10.18512950600507,3,24,13,0
48,16.579367840565695,18.275362658613663,58.79112275701161,0,19,0,0
16,44.50682724375502,42.066217950813694,92.38556234670858,3,7,0,0
3,10.997341374756816,31.992907099512855,32.288202341928574,3,21,13,0
20,42.69173036327528,74.62761466490407,19.713277360449872,3,14,9,0
24,50.030595265102285,15.327353064674362,38.29846520919223,6,12,2,0
54,47.87032833694587,76.44564000278498,80.26243588820554,2,10,0,0
56,87.5716114532933,9.341958340665812,13.046577394724984,5,10,12,0
33,55.355933229914584,24.19169454562728,62.03217254506302,4,4,10,1
24,49.45814393541412,80.23667423663727,17.885002555206263,2,18,13,0
52,44.01737831220829,75.56378090525001,46.37558194698839,3,6,2,0
11,82.67422093892618,50.25098082229202,96.76781514740728,3,20,14,1
49,90.03037737998415,9.748357932367425,23.538705635454217,2,4,11,0
8,86.05803457372616,62.93990545858344,8.231572140373071,2,5,8,0
36,68.98692492248213,43.63878987753935,45.58431720291405,1,14,6,0
38,18.04936586702405,35.07017426880713,59.88108083056472,1,9,12,0
40,31.302647101741165,65.83901049852075,33.2641848279825,2,15,8,0
20,9.375991049787856,46.478383409164,56.46796032078578,1,1,6,0
35,93.42828712406084,13.780004543051971,95.57318489393876,3,21,10,1
48,67.77586032063648,92.01529469867272,34.61822480453144,0,21,13,1
25,75.90447400975795,78.956844448071,34.39556796393263,1,13,8,0
35,34.59931526031175,10.355928172602482,50.86295029869066,2,2,10,0
25,85.33708461634752,54.88106766811608,53.955051909678666,3,15,12,0
29,29.66231195230546,12.920868475369687,5.129762958133096,0,15,2,0
18,5.15615692568272,84.54253661055607,63.508137464459786,1,16,6,0
46,40.759421439465925,63.236326299937325,99.74894812314751,3,3,5,0
18,59.222340691111974,21.382667689441504,32.74076469969337,0,13,1,0
2,50.47696150672464,6.970427566589073,64.92695439532027,2,20,5,0
54,86.89723354477673,8.00019615390996,5.439057228230635,2,1,2,0
35,15.01350216583586,53.19971984615883,62.41102816820533,1,14,1,0
16,57.61322686020393,74.76548047429351,47.471489395642706,2,3,4,0
41,53.7330382329862,16.47984287672612,55.377849579144,2,17,4,0
36,31.73233330635549,26.021986261920965,56.670971911776455,3,17,10,0
33,83.111670694816,36.089694791105565,21.810532083486105,4,9,1,0
4,76.52062230880959,25.717294295809538,78.14697157853259,0,20,2,1
33,74.62162279652394,42.17697345528007,57.769613995982205,0,20,7,0
14,88.23828543560782,58.16342554768224,30.668473652214445,2,4,14,1
21,73.6645370590445,70.06899108292438,94.05124692371608,1,11,4,1
48,27.024922712899013,96.5586423096867,6.213502450385323,2,15,7,0
20,72.02845760672065,93.43014861990348,73.96403532997996,1,13,9,1
56,34.231767272035164,59.16206260874688,41.21734263742486,1,24,3,0
8,28.0065917830097,74.74425536335369,54.64175897457416,2,20,3,0
7,11.935341325464597,95.33285943941564,32.693426197330254,4,12,12,0
3,75.68271513302929,12.92983473143346,35.518956745018556,2,15,5,0
17,72.54509138523207,5.535302186835768,6.440790388035633,1,6,9,0
33,27.277450379038903,7.83097755431041,74.33528342763071,0,18,10,0
48,76.19100658879482,58.518189425431565,72.52584902606826,0,22,13,1
12,92.19488389388754,77.46917540374075,67.16402903868611,1,17,13,1
59,15.26275096170003,39.872120320778286,88.40531465548075,3,21,14,0
51,27.10048064674362,56.79772159912377,90.62042015305124,2,24,4,0
22,76.27477543829497,54.054800262111,57.86221034539926,3,17,4,1
55,31.078133983172435,14.003234701241858,70.05823174637096,1,11,8,0
22,64.34307755695309,35.55088510128465,6.044848101693681,2,18,5,0
46,12.71060132405288,6.846339742318689,85.40259059314387,1,3,13,0
30,47.95923551483618,15.517040436618531,82.55927529230227,2,23,14,0
38,75.21368508933054,82.1265311764289,6.9236187502320155,4,24,2,0
38,70.21882458910899,83.7942822385903,56.56839559046323,4,4,10,1
45,82.43184956420164,81.18490040428162,91.1322791915406,3,13,3,1
51,88.35795202730104,74.04777089046247,22.231858767971644,5,24,8,1
54,78.45243261958203,80.36472040799066,38.50126754792432,0,1,5,0
8,68.80083557919797,68.74332242060424,36.4500994592747,2,19,10,0
27,8.013636722522959,68.63416718754742,38.814345162976394,1,20,13,0
27,55.821833973897185,68.39937076172176,8.979172893234699,1,5,7,0
34,8.581283866911015,53.83406501942939,31.506679957709807,1,13,10,0
